soc_code_clean,high_exposure_score,low_exposure_score,ai_exposure_score,soc_code,occupation_title
49-9031,3.035,2.565,0.4700000000000002,49-9031,Home Appliance Repairers
49-9041,2.3775,2.4116666666666666,-0.03416666666666668,49-9041,Industrial Machinery Mechanics
49-9043,2.2675,2.2983333333333333,-0.030833333333333268,49-9043,"Maintenance Workers, Machinery"
49-9044,2.8175,3.3016666666666663,-0.4841666666666664,49-9044,Millwrights
49-9045,1.705,2.22,-0.5150000000000001,49-9045,"Refractory Materials Repairers, Except Brickmasons"
49-9051,2.2375,3.0516666666666663,-0.8141666666666665,49-9051,Electrical Power-Line Installers and Repairers
49-9052,3.2875,3.2866666666666666,0.0008333333333334636,49-9052,Telecommunications Line Installers and Repairers
49-9061,2.8725,2.2266666666666666,0.6458333333333335,49-9061,Camera and Photographic Equipment Repairers
49-9062,2.7775,2.6916666666666664,0.08583333333333343,49-9062,Medical Equipment Repairers
49-9063,2.5275,2.695,-0.16749999999999998,49-9063,Musical Instrument Repairers and Tuners
49-9064,2.6925,2.2800000000000002,0.41249999999999964,49-9064,Watch and Clock Repairers
49-9071,2.3625,2.7600000000000002,-0.3975000000000004,49-9071,"Maintenance and Repair Workers, General"
49-9081,3.1875,3.0966666666666662,0.09083333333333377,49-9081,Wind Turbine Service Technicians
49-9091,2.745,2.433333333333333,0.311666666666667,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-9092,2.4299999999999997,3.3699999999999997,-0.94,49-9092,Commercial Divers
49-9094,3.1075,3.171666666666667,-0.06416666666666693,49-9094,Locksmiths and Safe Repairers
49-9095,2.2375,3.69,-1.4525000000000001,49-9095,Manufactured Building and Mobile Home Installers
49-9096,2.65,3.0766666666666667,-0.42666666666666675,49-9096,Riggers
49-9097,2.26,2.81,-0.5500000000000003,49-9097,Signal and Track Switch Repairers
49-9098,2.6775,3.1566666666666667,-0.4791666666666665,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
49-9099,2.83,2.686666666666667,0.1433333333333331,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
51-1011,2.975,2.585,0.3900000000000001,51-1011,First-Line Supervisors of Production and Operating Workers
51-2011,2.7125,2.59,0.12250000000000005,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-2021,2.88,2.5050000000000003,0.37499999999999956,51-2021,"Coil Winders, Tapers, and Finishers"
51-2031,2.3275,2.5633333333333335,-0.23583333333333334,51-2031,Engine and Other Machine Assemblers
51-2041,2.435,2.3699999999999997,0.06500000000000039,51-2041,Structural Metal Fabricators and Fitters
51-2051,2.5375,2.4499999999999997,0.08750000000000036,51-2051,Fiberglass Laminators and Fabricators
51-2061,2.04,1.9483333333333333,0.09166666666666679,51-2061,Timing Device Assemblers and Adjusters
51-3011,2.1174999999999997,2.0100000000000002,0.10749999999999948,51-3011,Bakers
51-3021,2.0149999999999997,2.026666666666667,-0.011666666666667158,51-3021,Butchers and Meat Cutters
51-3022,2.94,2.9966666666666666,-0.05666666666666664,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
51-3023,2.17,2.085,0.08499999999999996,51-3023,Slaughterers and Meat Packers
51-3091,1.8225,1.9749999999999999,-0.15249999999999986,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-3092,2.87,2.65,0.2200000000000002,51-3092,Food Batchmakers
51-3093,2.205,1.9683333333333335,0.23666666666666658,51-3093,Food Cooking Machine Operators and Tenders
51-4021,2.1425,2.4716666666666667,-0.3291666666666666,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4022,1.9024999999999999,1.7733333333333332,0.12916666666666665,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4023,2.07,2.335,-0.2650000000000001,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4031,1.87,1.7850000000000001,0.08499999999999996,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4032,2.7175000000000002,2.6233333333333335,0.09416666666666673,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4033,2.3225,2.0100000000000002,0.31249999999999956,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4034,2.7825,2.5616666666666665,0.22083333333333366,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4035,2.7975000000000003,2.4583333333333335,0.33916666666666684,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4041,2.3375,1.9749999999999999,0.36250000000000004,51-4041,Machinists
51-4051,2.3875,2.436666666666667,-0.0491666666666668,51-4051,Metal-Refining Furnace Operators and Tenders
51-4052,1.6825,1.7833333333333332,-0.10083333333333311,51-4052,"Pourers and Casters, Metal"
51-4061,2.64,2.2383333333333333,0.40166666666666684,51-4061,"Model Makers, Metal and Plastic"
51-4062,2.6825,2.2583333333333333,0.4241666666666668,51-4062,"Patternmakers, Metal and Plastic"
51-4071,2.52,2.59,-0.06999999999999984,51-4071,Foundry Mold and Coremakers
51-4072,2.15,1.8916666666666666,0.2583333333333333,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4081,2.4675,2.25,0.2174999999999998,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4111,2.4725,2.1816666666666666,0.2908333333333335,51-4111,Tool and Die Makers
51-4121,2.0875,2.223333333333333,-0.13583333333333325,51-4121,"Welders, Cutters, Solderers, and Brazers"
51-4122,2.2,2.2083333333333335,-0.008333333333333304,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51-4191,2.2375,2.0033333333333334,0.2341666666666664,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51-4192,2.7750000000000004,2.598333333333333,0.1766666666666672,51-4192,"Layout Workers, Metal and Plastic"
51-4193,2.64,2.7516666666666665,-0.11166666666666636,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4194,2.225,2.1233333333333335,0.10166666666666657,51-4194,"Tool Grinders, Filers, and Sharpeners"
51-5111,2.9675,1.7966666666666669,1.170833333333333,51-5111,Prepress Technicians and Workers
51-5112,2.05,2.0100000000000002,0.03999999999999959,51-5112,Printing Press Operators
51-5113,2.42,1.9916666666666665,0.42833333333333345,51-5113,Print Binding and Finishing Workers
51-6011,1.8299999999999998,1.7183333333333335,0.11166666666666636,51-6011,Laundry and Dry-Cleaning Workers
51-6021,2.0025,2.3633333333333333,-0.36083333333333334,51-6021,"Pressers, Textile, Garment, and Related Materials"
51-6031,1.6375,1.75,-0.11250000000000004,51-6031,Sewing Machine Operators
51-6041,1.545,1.8833333333333335,-0.3383333333333336,51-6041,Shoe and Leather Workers and Repairers
51-6042,1.9375,1.8983333333333332,0.039166666666666794,51-6042,Shoe Machine Operators and Tenders
51-6051,1.9775,1.835,0.14250000000000007,51-6051,"Sewers, Hand"
51-6052,2.6175,2.09,0.5275000000000003,51-6052,"Tailors, Dressmakers, and Custom Sewers"
51-6061,1.8175,1.8099999999999998,0.007500000000000062,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders
51-6062,2.1075,1.8966666666666665,0.21083333333333343,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders"
51-6063,1.92,1.9266666666666667,-0.006666666666666821,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51-6064,2.4325,2.3583333333333334,0.07416666666666671,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
51-6091,2.485,2.3633333333333333,0.12166666666666659,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
51-6092,2.7175000000000002,1.8383333333333332,0.8791666666666671,51-6092,Fabric and Apparel Patternmakers
51-6093,1.7925,2.148333333333333,-0.355833333333333,51-6093,Upholsterers
51-7011,2.1125,2.1233333333333335,-0.010833333333333695,51-7011,Cabinetmakers and Bench Carpenters
51-7021,1.8575,2.3383333333333334,-0.48083333333333345,51-7021,Furniture Finishers
51-7031,2.5075000000000003,2.4766666666666666,0.030833333333333712,51-7031,"Model Makers, Wood"
51-7032,2.7175,2.6916666666666664,0.025833333333333375,51-7032,"Patternmakers, Wood"
51-7041,1.6575,1.9766666666666666,-0.3191666666666666,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-7042,1.835,2.183333333333333,-0.34833333333333316,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-8011,2.3925,2.3733333333333335,0.019166666666666554,51-8011,Nuclear Power Reactor Operators
51-8012,2.9924999999999997,2.6033333333333335,0.3891666666666662,51-8012,Power Distributors and Dispatchers
51-8013,2.7116666666666664,2.8322222222222226,-0.1205555555555562,51-8013,Power Plant Operators
51-8021,2.5300000000000002,2.603333333333333,-0.0733333333333328,51-8021,Stationary Engineers and Boiler Operators
51-8031,3.0324999999999998,2.8766666666666665,0.15583333333333327,51-8031,Water and Wastewater Treatment Plant and System Operators
51-8091,2.5175,2.453333333333333,0.06416666666666693,51-8091,Chemical Plant and System Operators
51-8092,2.91,2.901666666666667,0.008333333333333304,51-8092,Gas Plant Operators
51-8093,2.5225,2.5433333333333334,-0.02083333333333348,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
51-8099,2.52,2.641666666666667,-0.12166666666666703,51-8099,"Plant and System Operators, All Other"
51-9011,2.515,2.0933333333333333,0.42166666666666686,51-9011,Chemical Equipment Operators and Tenders
51-9012,2.5825,2.2533333333333334,0.3291666666666666,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
51-9021,2.6125,2.22,0.3924999999999996,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
51-9022,2.17,2.25,-0.08000000000000007,51-9022,"Grinding and Polishing Workers, Hand"
51-9023,1.9675,1.835,0.13250000000000006,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
51-9031,1.635,1.5116666666666667,0.1233333333333333,51-9031,"Cutters and Trimmers, Hand"
51-9032,3.02,2.5766666666666667,0.44333333333333336,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51-9041,2.575,2.315,0.26000000000000023,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9051,2.4125,2.5066666666666664,-0.09416666666666629,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9061,2.57,2.3816666666666664,0.18833333333333346,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9071,2.90125,2.3075,0.59375,51-9071,Jewelers and Precious Stone and Metal Workers
51-9081,2.395,2.158333333333333,0.2366666666666668,51-9081,Dental Laboratory Technicians
51-9082,2.7925,2.44,0.35250000000000004,51-9082,Medical Appliance Technicians
51-9083,2.5475,2.263333333333333,0.2841666666666667,51-9083,Ophthalmic Laboratory Technicians
51-9111,2.515,2.595,-0.08000000000000007,51-9111,Packaging and Filling Machine Operators and Tenders
51-9123,1.685,1.7316666666666667,-0.046666666666666634,51-9123,"Painting, Coating, and Decorating Workers"
51-9124,1.575,1.8016666666666667,-0.2266666666666668,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
51-9141,2.4375,2.31,0.12749999999999995,51-9141,Semiconductor Processing Technicians
51-9151,2.355,1.97,0.385,51-9151,Photographic Process Workers and Processing Machine Operators
51-9161,2.8775,2.1716666666666664,0.7058333333333335,51-9161,Computer Numerically Controlled Tool Operators
51-9162,3.1225,2.2183333333333333,0.9041666666666668,51-9162,Computer Numerically Controlled Tool Programmers
51-9191,2.4025,2.3733333333333335,0.02916666666666634,51-9191,Adhesive Bonding Machine Operators and Tenders
51-9192,1.5675,1.8766666666666667,-0.3091666666666668,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-9193,2.2625,2.295,-0.03249999999999975,51-9193,Cooling and Freezing Equipment Operators and Tenders
51-9194,2.375,2.0166666666666666,0.3583333333333334,51-9194,Etchers and Engravers
51-9195,2.48125,2.314583333333333,0.16666666666666696,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-9196,2.3225,2.3366666666666664,-0.01416666666666666,51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
51-9197,1.9975,2.311666666666667,-0.3141666666666669,51-9197,Tire Builders
51-9198,2.2399999999999998,2.235,0.004999999999999893,51-9198,Helpers--Production Workers
53-1041,3.2775,3.223333333333333,0.054166666666666696,53-1041,Aircraft Cargo Handling Supervisors
53-2011,2.4325,2.986666666666667,-0.5541666666666667,53-2011,"Airline Pilots, Copilots, and Flight Engineers"
53-2012,2.4450000000000003,2.8850000000000002,-0.43999999999999995,53-2012,Commercial Pilots
53-2021,2.4825,2.6416666666666666,-0.15916666666666668,53-2021,Air Traffic Controllers
53-2022,2.9725,3.2100000000000004,-0.23750000000000027,53-2022,Airfield Operations Specialists
53-2031,2.3825000000000003,3.098333333333333,-0.7158333333333329,53-2031,Flight Attendants
53-3011,2.51,3.043333333333333,-0.5333333333333332,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
53-3031,2.415,2.5483333333333333,-0.1333333333333333,53-3031,Driver/Sales Workers
53-3032,2.3125,2.9283333333333332,-0.6158333333333332,53-3032,Heavy and Tractor-Trailer Truck Drivers
53-3033,2.1825,2.5283333333333333,-0.3458333333333332,53-3033,Light Truck Drivers
53-3051,1.71,3.1,-1.3900000000000001,53-3051,"Bus Drivers, School"
53-3052,2.3475,3.061666666666666,-0.714166666666666,53-3052,"Bus Drivers, Transit and Intercity"
53-3053,3.1625,3.5683333333333334,-0.40583333333333327,53-3053,Shuttle Drivers and Chauffeurs
53-4011,2.3825000000000003,2.83,-0.4474999999999998,53-4011,Locomotive Engineers
53-4013,2.37,2.8000000000000003,-0.43000000000000016,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
53-4022,2.1375,2.7550000000000003,-0.6175000000000002,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
53-4031,2.36,2.8816666666666664,-0.5216666666666665,53-4031,Railroad Conductors and Yardmasters
53-4041,1.82,2.8699999999999997,-1.0499999999999996,53-4041,Subway and Streetcar Operators
53-5011,2.0324999999999998,2.475,-0.44250000000000034,53-5011,Sailors and Marine Oilers
53-5021,2.5025,3.0766666666666667,-0.5741666666666667,53-5021,"Captains, Mates, and Pilots of Water Vessels"
53-5022,2.3274999999999997,3.1950000000000003,-0.8675000000000006,53-5022,Motorboat Operators
53-5031,2.66,3.0683333333333334,-0.4083333333333332,53-5031,Ship Engineers
53-6011,2.3475,2.513333333333333,-0.16583333333333306,53-6011,Bridge and Lock Tenders
53-6021,2.1574999999999998,2.32,-0.1625000000000001,53-6021,Parking Attendants
53-6031,2.9075,2.645,0.2625000000000002,53-6031,Automotive and Watercraft Service Attendants
53-6032,2.245,2.615,-0.3700000000000001,53-6032,Aircraft Service Attendants
53-6041,3.11,3.091666666666667,0.01833333333333309,53-6041,Traffic Technicians
53-6051,2.7983333333333333,3.0244444444444443,-0.22611111111111093,53-6051,Transportation Inspectors
53-6061,1.5675,2.861666666666667,-1.294166666666667,53-6061,Passenger Attendants
53-7011,1.5025,2.1683333333333334,-0.6658333333333335,53-7011,Conveyor Operators and Tenders
53-7021,2.1875,2.6233333333333335,-0.4358333333333335,53-7021,Crane and Tower Operators
53-7031,1.9175,2.3249999999999997,-0.40749999999999975,53-7031,Dredge Operators
53-7041,2.2,2.566666666666667,-0.3666666666666667,53-7041,Hoist and Winch Operators
53-7051,2.15,2.1783333333333332,-0.02833333333333332,53-7051,Industrial Truck and Tractor Operators
53-7061,2.355,2.5683333333333334,-0.21333333333333337,53-7061,Cleaners of Vehicles and Equipment
53-7062,2.385,2.521666666666667,-0.13666666666666716,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
53-7063,2.5,2.2083333333333335,0.2916666666666665,53-7063,Machine Feeders and Offbearers
53-7064,2.465,2.445,0.020000000000000018,53-7064,"Packers and Packagers, Hand"
53-7065,2.375,2.263333333333333,0.1116666666666668,53-7065,Stockers and Order Fillers
53-7071,2.7775,2.9,-0.12250000000000005,53-7071,Gas Compressor and Gas Pumping Station Operators
53-7072,2.7075,2.2966666666666664,0.4108333333333336,53-7072,"Pump Operators, Except Wellhead Pumpers"
53-7073,2.4725,2.3516666666666666,0.12083333333333357,53-7073,Wellhead Pumpers
53-7081,1.915,2.1733333333333333,-0.2583333333333333,53-7081,Refuse and Recyclable Material Collectors
53-7121,2.185,2.4483333333333333,-0.2633333333333332,53-7121,"Tank Car, Truck, and Ship Loaders"
