job_title,cluster,cluster_v2
Principal Data Architect,4,18
Laboratory Technician/Technologist - MLT/MLS/MT,11,43
"Lead Data Analyst, User Growth",27,58
Data Analyst III with Security Clearance,1,19
"Acoma Pueblo, NM / IHS / Medical Laboratory Technician (MLT)",11,43
"Principal, Enterprise Data Architect",4,18
Business Data Analyst - III (701568),25,55
PS Clinical Data Manager II,7,46
"Robotics Engineering Manager, ML-based Planning",7,22
(Senior) AI/ML Data Engineer,3,12
"Data Center Supervisor (7:00a-5:30p, Thursday-Sunday)",15,29
Data Science Manager - Supply Chain & Manufacturing,18,1
PCTE: Data Center Cloud Applications Installation Administrator,15,2
"Medical Technologist or MLT, FT, Days, Core Lab",20,35
"Technical Project Manager, Data Platforms",7,24
Data  Architect-  PySpark,29,31
Lead Cybersecurity Data Visualization Engineer,27,58
Engineering Manager - Database Security,7,22
"Looking for Data Architect - -McLean, VA (Hybrid) - Contract",29,39
Need Sr. Lead Data Scientist with Airlines Domain experience,27,58
Research Data Manager Pediatrics,7,8
Big Data Development Manager,7,17
Sous Chef- Hamline University,10,39
"CO - Informatics RN/Clinical Data Analyst RN, FulltIme Permanent, Days/Evenings - Grand Junction",10,39
Capital Market Quantitative Data Analyst,10,39
Marketing Data Specialist,21,50
Environmental Health & Safety Data Analyst,10,39
Configuration and CDRL Data Manager III Secret),7,4
"(Worldpay) Senior Director, Data Architect",29,31
Senior Project Engineer - Data Centers,6,24
Senior Engineer – Data Center Facility Operations,2,32
"Medical Technologist / Medical Lab Technician (MLS, MT, MLT) - Memorial Hospital",20,35
Database and ERP Systems Analyst,10,27
Senior Business Systems Analyst I- Companion Data Services,25,27
Volunteer: Database Team Lead OR team members (may turn into paid!) - Protecting Kids Online!,27,25
"Engineering Manager, Data Science",18,22
Sr. Enterprise Data Warehouse Architect - Hybrid role in San Antonio area,10,39
Lead Data Loss Prevention Analyst,27,58
Senior Data Engineer 1/Development Lead,27,58
Data/Configuration Management Analyst with Security Clearance,1,19
Staff MLOps Engineer,6,36
"Sr. Risk Adjustment Data Analyst, Medicare Advantage",5,59
Data Warehouse experts for Program Manager,7,3
Senior Datacenter Engineer,0,20
Onsite Work - Need Senior ML Operations Engineer in San Francisco CA,10,39
Data Collection Manager,7,3
MLTC Credentialing Analyst,5,39
Clinical Data Analyst - Bone Marrow Transplant Support - (032),5,46
Data Center Planning and Procurement Lead,27,58
Data Integration Engineer (m/f/d),6,36
Data Entry Lead,22,10
Assistant or Associate Professor - AI and Machine Learning,24,54
Master Data Coordinator,10,39
"Data Coordinator, Sr",10,59
Data Manager-- Pelham Park Middle 21st Century Community Learning Program,7,3
PFML Business Analyst,25,55
Senior Data Scientist - Optimization,12,40
Data Analyst - Junior,5,21
"Travel - Medical Lab Scientist (MLS/MT) - *Up To $2,400/WK!*",11,45
"MEP Coordinator - Data Center Construction in Dallas, TX, USA",14,2
Primarily Remote Data Analyst (Alexandria VA),5,23
MLT - Medical Laboratory Technician - Worthington Medical Center - PRN,11,43
Principal Engineer II: Data Center Hardware Engineer,4,18
Summer 2024 Machine Learning Co-Op/ Intern,0,14
Senior Data Scientist (m/w/d),12,40
"Senior Manager, Analytical Data Solutions",7,3
Clinical Quality & Data Registry Manager: Cardiac Surgery,28,57
Sr. BackEnd Software Engineer - Data Architecture,16,6
Senior Software Engineer - Data Insights,16,6
"Senior Machine Learning Engineer (LLM) in Foster City, CA, USA",24,14
"Data Management Specialist, Transportation Field Trips",21,5
Business/Data Analyst IV,25,55
Data Scientist - Technical Program Manager,7,3
Program Manager (Data Center / Lab Operations),2,32
Sr. Database Analyst with Security Clearance,1,19
"Sr. Product Manager - Tech, Data Analytics , XCM Media and Content",8,44
Data Architect (DWH),29,31
"Quality Data Nurse Reviewer, RN- Onsite",28,57
"Cloud/Data Architect || Boston, MA (Hybrid/ Local)",29,31
IN-DOH-PRAMS Data Manager,7,3
Database Analyst III,5,4
"Senior Software Product Manager, Data Platform #3310",13,44
"Sr. Staff Software Development Engineer -  AI/ML, drivers, DirectML, C++",3,12
Senior Information Assurance Data Analyst & Network System Administrator SME,10,39
Machine Learning Manager,24,14
"ComEd - Senior Data Scientist - Oakbrook Terrace, IL",12,7
"Sr. Data Scientist, tip-of-spear ML/AI work - FS Poly",3,12
Safety Data Sheet Author,10,39
"Sr. Manager, Data Systems Engineering",7,22
Data Engineer (Snowflake & Python),6,41
"BIGData Developer Phoenix, AZ ( Onsite Daya 1 )",17,9
Sr. Data modeler - Erwin,10,13
Big Data Analyst,5,17
Principal/Sr. Engineer Systems Test (Data Acquisition Engineer),4,18
Lab Technical Sec Lead-MT/MLS,27,45
"Data Center Manager, DCC Communities",15,2
Databricks Sr. Systems Engineer -- Security Clearance REQUIRED,1,19
Senior Database Architect and Administrator,19,30
"Charts Coordinator (CMLS) in Fresno, CA, USA",10,39
Medical Technologist Lead (MT/MLT),20,35
"Sr. Associate, EI&D Data Analytics and Reporting",8,37
Clinical Research Data Specialist 1 - Smidt Heart Institute (Cheng Lab) at Cedars-Sinai,21,5
Summer 2024 MLIR Co-Op/ Intern,0,39
"Engineering Manager - Data Platform in Sunnyvale, CA, USA",13,22
Sr.Database Developer,17,9
Office/Administration - Data Analyst Lv2 #: 23-02164,10,39
Adjunct Faculty - Data Analytics,8,51
TDM Consultant - Test Data Management Engineer,10,15
Business Project Manager – Data Capture,25,24
Adjunct Faculty - Marketing Analytics and Data Storytelling,8,50
Sr. Clinical Informatics Data Scientist I,12,46
"Mechanical Commissioning Engineer II, Data Center Services",15,2
Superintendent - Data Center,15,2
New Algorithms and Science Data Processing for Hyperspectral Imagery,18,1
Data Center Logistics Associate L3,15,37
Database Administrator Lead,19,30
Data Analytics - Deposits (Midlevel position),8,51
"Financial Analyst: ERP, SEC filings, Excel, data visualization (any tool); construction project financial variance analysis a +",10,47
Database Management Specialist,21,5
"Database Software Engineer/Researcher, Infrastructure System Lab",16,6
Dataflow Sustainment Engineer Level 2,6,36
Senior Mission Systems Avionics Communications/Datalinks Engineer,6,27
Computational Scientist - Image Analysis & Data Visualization,12,56
Data Control Associate Senior,10,37
Head of Product Data Science,18,1
Mid level Business Analyst-Data/SQL/Agile,25,55
Senior Database Developer/ Data Modeler,17,13
"Mainframe Database Administrator (DB2, IMS)",19,30
"Manager, Data Management and Acquisition",7,53
Data Architecture Team Manager,7,25
Software Data Management IPT Lead with Security Clearance,1,19
Data Engineer - 3,6,36
Senior Architect - Hadoop Big Data,29,17
Volunteer: Biometric Data Analystat Nature Counter by CrowdDoing,26,16
"Clerk, Data Control (Part Time) Multiple Positions",10,39
"Program Lead II, Data Management - Oncology (Remote Opportunities)",10,23
Experienced Cleared Data Scientist,12,40
DEA Data Analyst 1 - US Citizens only,5,21
Health Data Analyst - Health Information Management - FT Days,10,39
Senior Database Administrator with Security Clearance,1,19
"Systems Architect-12979,IBM Datapower,WSO2,APIs,Google Cloud Identity Platform",13,27
"Manager of Data Engineering, Analytics, and Reporting",8,22
"Data Analyst, Senior with Security Clearance",1,19
"Medical Laboratory Scientist (MLS) or Medical Laboratory Technician (MLT)- St. Elizabeth Boardman- up to $20,000 sign on bonus!!!",11,43
"Sr. Associate, Data Configuration Management with Security Clearance",1,19
Data Center Site Manager,15,2
Business Data Analyst - ADV,25,55
"Data Scientist- TikTok Ads, Ads Targeting, Auction and Delivery",10,39
Sr. Data Scientist II,12,40
General Support Services - Data Entry  Data Entry,22,10
Data Center Site Operations Manager,2,32
Medical Lab Technician (MLT) - PRN (As needed),11,35
Senior Data Manager and Analyst,7,48
Associate Director of Data Systems and Monitoring & Evaluation,10,37
Postdoctoral Associate- Data Analysis,10,56
MLTC Marketer - Licensed Broker - Bilingual Spanish,9,39
Data Collector 2,10,39
Junior Data Engineer with Security Clearance,1,19
Institute for Engaged Aging Data Manager,7,3
Data Processing Specialist - Information Technology Consultant I,21,5
Volunteer: Data-Entry Assistant,26,16
MEDICAL LAB SCIENTIST (MLS) OR MEDICAL LAB TECH (MLT)- St. Elizabeth Boardman Hospital,11,45
Scientist I – Informatics & Data Science – Multiomic cellular atlases of primate brain,18,1
Data Analyst/Junior Report Writer,10,39
GME Research Data Statistician - FT - Days,10,8
Sales Data Analyst,5,21
Assistant Professor – Spatial Data Science,18,54
Manager in Training - MLK,7,3
"Assistant Manager, Cyber Security Engineering – Database Security",1,19
Manager Finance and Data,7,3
Lead Data Scientist - Top Regional Bank,27,58
Senior Data Manager,7,3
"Software Engineering, VP - Data Design & Curation (New York, NY)",10,22
Deputy BSA/AML Officer,10,39
Senior GCP DataOps Engineer,6,34
GDOT GIS Data Manager/Administrator,7,3
IS Data Consultant - Population Health - New Orleans,10,15
BSA/AML Investigator,10,39
"Medical Lab Scientist (MLS) or Medical Lab Technician (MLT) - St. Elizabeth Youngstown - up to $20,000 Sign on Bonus!!!",11,45
Riser & Marine Engineer - Data Analytics,8,51
"Project Superintendent- Data Center - Columbus, OH",15,24
Master Data Management Coordinator - Truck Service,10,53
Data Engineer(Python),6,36
Senior Data Analyst - IT,5,48
"(USA) Manager, Product Management -Data and Platforms",7,44
"Medical Technologist or MLT, PT, Nights, Blood Bank",20,33
PySpark Data Engineer/ETL Developer,17,9
Data Management and Reporting Analyst,5,53
IT OT Data & Analytics Specialist,21,5
"Manager of Data Center Operations (Overnight Shift) - Santa Clara, CA",2,32
"Senior Data Systems Analyst, Policy &amp; Operations Analysis",2,56
"Dynamics Data Conversion/Migration Lead with Min 18+yrs exp in data migration projects,Oracle/SQL Server for data extraction and transfer(Webcam&In Person Interview)(HYBRID)",10,39
Senior Data Analyst / Data Scientist,12,40
Database Architect II,29,28
"Assistant Vice President, AML Compliance",10,39
"MLS Microbiology Supv - Las Cruces, NM",10,45
Data Assessor - Charlottesville,5,21
"Principal Engineer, Data Platform",13,18
Sr. DataStage Developer,17,9
Master Data Engineer,6,36
Senior Data Scientist - Finance and Actuarial,12,40
Bioinformatics Scientist/ Data Scientist,12,40
Health Data Analyst - Medical Staff Admin,10,39
"Database Manager/Administrator-Trenton, NJ-(Immediate position)",19,30
Data Reconciliation Analyst,5,21
"Sr. Data Engineer, Abuse Test & Engineering",6,22
"Senior, Data Scientist (Demand Forecasting) | Dallas",12,40
"Staff Auditor, AML",10,39
Document Control Specialist - Data Center,21,5
Data Manager II/III,7,4
"Senior Test Engineer, Data Acquisition Systems",6,27
Lecturer or Lecturer (Doctoral Schedule) in Data Analytics,8,39
LAB DATA MANAGEMENT PM,10,53
Program Development Manager - Missile Warning/Mission Data Processing,7,3
Data Center Team Lead (Shift B),27,25
"Manager, Safety Data Sheets & Trade Compliance",7,3
Data Control Associate II,10,37
Sr Principal Data Scientist with Security Clearance,1,19
Political Campaign Data Strategist,10,39
Master Data Manager,7,3
Hair Stylist - Hamlin Plaza,10,39
Sr. Machine Learning Engineer II,24,14
Adjunct Faculty - Data Analytics and Storytelling,8,51
Data Analytics Advisor [HYBRID],8,51
Engineer II/Engineer Senior - Command and Data Handling Systems,6,27
"Data Scientist, Consultant",12,15
Market Data Supplier Manager,7,3
Volunteer: Set up and break down crew #MLK,26,16
DATA WAREHOUSE BANKING BUSINESS ANALYST,25,55
Journeyman Data Analyst with Security Clearance,1,19
Fully Remote Sr Data Scientist,12,23
Data Scientist 4739,12,40
Commercial Superintendent - Data Center,15,2
"BMH - Data Scientist - Southfield, MI",12,40
Big Data Azure Lead Developer,17,17
Senior Data Migration Analyst,5,48
BSA/AML Compliance Specialist III,21,5
MLT- Med Lab Technician PRN Gainesville 10a-10:30p WEEKENDS | ASCP AMT or NCA CERT is REQUIRED,10,39
Lead Data Engineer-Java,27,58
Software Engineer 1 (Data Management),16,6
"Medical Laboratory Scientist (MLS) or Medical Laboratory Technician (MLT), Nights 11PM-730AM",11,43
DSS Medical Technologist/MLS,20,45
QAQC Engineer - Data Center,15,2
Senior ML Platform Engineer - Artificial Intelligence Group,13,12
SAP Master Data Analyst - IRVING TX,5,39
Business Data Analyst - III (1000091),25,55
Lead Data Engineer (Java Programming)- US,27,58
SENIOR DATA ANALYST,5,48
Advancement and Alumni Engagement Business Systems Analyst/Data Visualization Specialist,25,27
"Government Representative 2 – Data Coordinator, Gender Based Violence (Posting #014-24)",10,39
Senior Counsel for Contract Management and Database Management,10,53
"Data Analyst, Junior - Security Clearance Required",1,19
Data Platform Architect,13,31
Part-Time Data Coordinator - ELECT Program,10,39
Senior Consultant - Data & Analytics,8,15
Field Manager - Superintendent - Data Center – traveling position - Can live anywhere in the US,15,2
"Remote Data, Analytics &amp; Insights - Data Operations - Mid-level Assignment",2,23
Privacy and Data Protection Counsel,23,52
Supervisore Elettrico Impianti Datacenter,0,20
Senior Data Scientist-Deep Learning,12,40
Senior Cyber Software and Machine Learning Engineer,24,14
Sr. Clinical Systems (Medidata Rave Project Manager) Programmer II,7,27
"Senior Manager, Data Center Operations",2,32
University Lecturer/Senior University Lecturer - Data Science,10,39
Portfolio Surveillance Senior Data Analyst,5,48
Helen Hamlyn Senior Fellow,10,39
"Data Analyst, Digital Marketing",5,50
Data Management Analyst - Entry Level (Must Have Workday Exp),22,10
"CHEF, SOUS - MLB Training Camp - West Palm Beach FL",10,39
"Financial Reporting Data Analyst - Cumberland County, NJ",5,47
"Data Engineering Manager, Workforce Intelligence",7,22
"Counsel, Litigation, Privacy, and Data Protection",23,52
Database and Campaign Operations Manager,2,32
Manager - Data and Reporting Services,7,3
"Senior Technical Program Manager, Data Governance & Safety",23,38
Database Administration 2 with Security Clearance,1,19
Data Privacy Compliance Counsel,23,52
"Business Systems Analyst, AI and ML",3,12
Medical Technologist: MT/MLT/MLS/CLS/Bachelor of Science in Biology,20,11
Senior Data Engineer Staff (ETL),6,34
Data Scientist - Advana,12,40
Director - Data & List Processing,10,39
Senior Incentives and Proficiency Data Analyst with Security Clearance,1,19
Construction Management - Data Center Energy Marshal 5 Data Center Energy Marshal 5 #: 23-07561,15,2
"Front-end Developer (React, NodeJS, HTML5, CSS3, Material UI, Bootstrap, Responsive Design, Swagger.io)",17,9
WAM SAP Master Data Manager,7,3
Datacenter Coordinator,0,20
"Domain Architect- Analytics and AI/ML, Senior Specialist",3,12
"Supervisor, Data Entry & GoalPost",22,29
Construction Management - Data Center Energy Marshal 4 Data Center Energy Marshal 4 #: 23-07483,15,2
"(Senior) Scientist, AI/ML Protein Design and Engineering",3,12
Oracle DBA L3 Database Administrator Support,19,30
Senior Business Intelligence Developer ( DATA SYS ANL 4 ) - 45187,17,9
Sr Principal Scientist Computational Biology AI/ML,3,12
Sr Manager WM Data Platform Engineering,13,22
System Administrator - Data Center,15,2
Statistician / Data Scientist,12,40
Pharmacy Data Analyst I,5,21
Data Engineer (Mid),6,36
Sr. ETL Data Developer,17,9
Principal Data Science Analyst - Medical Imaging Technology,4,1
Senior Artificial Intelligence / Machine Learning Software Engineer,24,14
BAMAI2-Systems and Data Analyst 2 - B91-System/Application Analysis,10,56
Principal Software Engineer - Database Platform,13,18
NJDOH Database Manager/Administrator 3 #: 20-00942,19,30
Principal Data Engineer (REMOTE),4,23
Associate Epidemiologist-Data Wrangler,10,37
"Assistant Admissions Director, Data & Marketing",10,50
Data Steward - Manufacturing (Hybrid),10,39
Sr ETL Developer with Teradata,17,9
Data Privacy and Security Counsel,23,52
Actuarial Data Scientist,12,40
MLS - Medical Lab Scientist - Microbiology,11,45
Clinical Research Data Manager 2,7,46
Manager Advancement and Data,7,3
Adjunct Faculty - Data Science,18,1
Sr. IT Analyst Software and Data Services (TS/SCI) - DODP12 with Security Clearance,1,42
"Data Engineering Consultant in Phoenix, AZ, USA",10,15
Senior Data Scientist (2022-0259),12,40
"Principal Product Manager, Data for AI",4,44
Data Architect and Developer,17,9
"Senior Financial Data Analyst (Financial Analysis, Associate) with Security Clearance",1,47
Manager MLOps Team- Artificial Intelligence / Machine Learning,24,14
Senior Project Superintendent Data Center Construction (Traveling),14,24
Database Engineer Level 2,6,28
Senior Project Manager- Data Center Construction,14,24
Digital Data Record,10,39
Volunteer: Support Group Facilitator #MLK,26,16
Database Architect Levels I - III,29,4
"CIRES/ NOAA Space Weather Prediction Center, Research Scientist in Ionospheric Data Assimilation",15,8
Data Service Lead,27,58
"Sr. Software Engineer, Data Pipelines, Cell Manufacturing",16,6
Data Governance and Process Manager,23,38
Superintendent- Data Center Construction,14,2
Data Collections Project Coordinator,10,24
WELLNESS DATA AND RESEARCH ANALYST,5,8
Principal Data Scientist for Walmart Supply Chain Finance,4,18
Sr Data Engineer with Security Clearance,1,19
"Senior Software Engineer, Clinical Data Management Platform",13,6
Data Engineer Leader,6,36
Job Title:Sr. Data Scientist,12,40
"Senior Product Manager I, Data Management",7,44
Medical Lab Scientist(MLS)-Kings Mills,11,45
"Data Control Clerk II, Trauma Surgery",10,39
Medical Laboratory Scientist (MLS) & Medical Lab Technician (MLT) - Multiple Opportunities UPMC Chautauqua,11,43
"Configuration & Data Manager - Wright-Patterson AFB, OH",7,3
Sr Data Analytics Analyst,8,51
Data Entry and Research Assistant,22,10
Sr Data and Applied Sci-PCCI,10,42
Volunteer: Developer Needed to Remove a Database Malware,26,16
"Senior Software Engineer, VP (Data / System Risk) - Financial Engineering",16,47
"eDiscovery & Data Forensics Vice President, Project Management",10,24
Legal Data Specialist (Global Law Firm),21,5
Senior Data Scientist - Large Language Models / Generative AI,12,40
"Principal Machine Learning Engineer, Ad Ranking",24,14
Machine Learning Engineering Manager,24,14
Principal Data Analyst - QuickBooks Credit Strategy,4,18
Non Destructive Examination Technician (ML),3,12
"Senior Product Manager - Data Governance Company Hidden Retail Cincinnati, OH Pr",23,38
Assistant Data Processing Manager,7,3
Data Acquisition Specialist,21,5
Data Center Network Developer,17,9
"Sr Data Scientist, DSP Insurance",12,40
Cleared Data Analyst,5,21
Senior Database Administrator / Developer,19,30
Data Science Supervisor,18,29
Senior Data Center Critical Facilities Engineer V (night shift),15,2
"Sr. Electrical Engineer, Datacenter Engineering, Power Generation Solutions",0,20
Fulltime Job || Lead Data Engineer & Data Engineer,6,36
Business Systems Analyst (Data Warehousing),25,27
Sr. Clinical Data Manager,7,46
Quality Systems Spc I Doc & Data Mgt,28,57
"Engineering/Machine Learning Lead, Life Science Project",24,14
Data Research Fellow,10,8
Python API Developer Data Engineer #: 23-04526,17,9
Software Engineer 3 - Java/Database/NoSQL,16,6
Senior Software Engineer - Database Security,16,6
Farmland Action Plan Coordinator,10,39
Senior Solutions Architect - Data (Central) - Digital Velocity,29,31
"Client Relationship Consultant (Banker) NMLS - Estacada, OR",10,15
Senior Data Integration Engineer,6,34
Dynamics 365 CE Functional Analyst (Remote) [NTT DATA],5,23
Data Tech Lead- US,27,58
Data Automation Engineer (TS/SCI required),10,42
"Senior Manager, IPS Data Integration",7,3
"Azure Data Architect / Seattle, WA (Hybrid) or Dallas, TX (Hybrid) or US Remote",10,23
Sr SAP DATA Engineer,6,59
VTTC Database Engineer -,6,28
Sr. DataCenter Consultant with Security Clearance,1,19
Lead Databricks Developer,17,26
"Data Scientist Senior -Northern, VA",12,40
Data Assurance - Risk and Controls - Vice President,10,39
Data Privacy & Cybersecurity Associate,23,52
Azure Data & Analytics Solution Architect,29,31
"Staff Machine Learning Engineer - Seattle in Seattle, WA, USA",24,14
Chapter Lead - Enterprise Data Delivery,27,58
"Data Manager, Senior (PMA-262)",7,3
Low Latency Java Developer (Market Data exp REQUIRED),17,9
"Immediate Hiring : Sr. Java Big Data Developer-Alpharetta, GA (Onsite, Hybrid Model)",9,17
Summer 2024 Configuration and Data Management Intern- Undergrad (R38240),0,53
Manager Data Analytics 2 with Security Clearance,1,19
Vendor Master Collection Data Analyst - Urgent Need,10,39
"Senior Thermal Mechanical Engineer, Data Center GPU",15,2
"Sr. Quality Analyst, Machine Learning, Prime Video Trust & Safety",24,57
Member of Technical Staff: Data,10,39
Database Architect Remote position,29,23
"Sr. Data Engineer, New York City, NY (Hybrid)",10,39
CASINO Database Marketing Analyst,5,50
"Pixel System Architect Lead, Machine Learning",24,14
Lead Data Protection Analyst,27,58
Sr. Data Engineer- Underwriting (Hybrid),6,59
Teamleider Marketing en Communicatie - Energiewacht,10,50
"Sr Data Scientist, Ads & Offers",12,40
Senior Oracle Database Developer,17,9
Data Architect - Senior,29,31
Advanced Technology Data Center Program Manager PM IV,15,3
"Data Architect Locations: Chicago, IL",29,7
Sr Healthcare Data Analyst - Ben Taub Hospital,5,49
Data Audit Associate,10,37
"SR. ANALYST, DATA-HYBRID",5,59
Senior QA Lead (Data Services),27,58
Travel Medical Technologist (MT/MLT) - ASCP REQUIRED,20,35
Calibration Dataset Manager – Automotive,7,3
ORSA / Data Scientist (23-050),12,40
Medical Technologist/MT/MLT/POC (Full-time Night Shift + Bonus),20,33
DTAS Fleet Data Manager SME - San Diego,7,3
Manager Contracting & Provider Data,7,3
Senior Principal Data Scientist,4,18
Datacenter Management Product Owner - Physical Hosting Target Sites,0,20
Financial Data Analyst/ Power BI Reporting Analyst,5,47
Data Protection Manager (Remote Opportunity),7,23
"Certified Peer SpeciaCertified Peer Specialist, Adult Crisis Intervention and Stabilization Teamlist, Adult Crisis Intervention and Stabilization Team",21,25
Big Data MDM Consultant,10,17
MERCH PRODUCTION DATABASE MANAGER,7,28
Global AML/CFT and Sanctions Compliance Manager,7,3
Clinical Data Scientist - with Programming Focus,12,46
Senior Database Engineer/Architect,29,28
Senior Data Scientist – Patient Journey,12,40
Azure Data Solutions Architect/Engineer,29,31
Analytics Data science and IOT Lead- Atlanta,18,1
"Credit Data Analytics Lead, AVP",8,58
"Sr. Software Engineer, ML Acceleration and Performance",16,6
"AWS DATA ENGINEER | BEAVERTON, OR – HYBRID | Industry: Retail / Wholesale",6,36
Principal / Senior Principal Instrumentation and Data Acquisition Hardware Engineer,4,18
"Lead Machine Learning Engineer, Corporate Vice President",24,14
Senior Java Developer - Data Engineering,17,9
"Manager, Database Administration- Washington DC",7,28
Software Engineer 2 - Docker/Mongo/Nginx/JavaScript/Git/Linux/HTML,16,6
"Senior Software Development Engineer, AWS Networking Data Management Systems, AWS Networking Data Management Systems",16,27
Data Governance Lead,23,38
Product Data Management Admin,10,44
Specialist Data Receivables Management System Analytics,21,5
MEP Superintendent - Data Center - Reston,15,2
L3 Database Engineering,19,22
"Program Lead II, Data Management - Immunology TA (Remote Opportunities)",27,23
Machine Learning Engineer-Model Serving Infrastructure,9,14
Outbound Call Center Data Collection Agent,15,2
Machine Learning Performance Architect,24,14
"Data Architect@Berkley Heights, NJ (5 Days Onsite)",29,31
"Sr. Manager, Clinical Data Analyst",7,46
MLTC Marketing Representative - Bilingual Russian,9,50
Data Management Manager with Security Clearance,1,19
Sr./Staff Software Engineer - Data Development Platform,13,6
"Sr Product Manager I, Data Management",7,44
Neighborhood Branch Leader - NMLS,10,39
Salesforce Data Specialist,21,5
GC001DE2 - Mid Level Database Engineer - Cleared,6,28
Senior DataOps Engineer I,6,34
Oracle Data Warehouse and BI Analyst,5,39
Research Data Management Specialist - Public Health Sciences,21,5
EHS Data Analyst [AA-13469],5,21
Master Data Management (MDM) Architect,29,53
Database Marketing Campaign Manager,7,50
Laboratory Supervisor (Second/Evening Shift) Board Certified MT or MLT,11,29
IBM DataPower and ESB Administrator,19,30
Data Center Security Manager,15,2
Software Engineer and MLOps Internship Summer 2024,16,6
Software Engineer III - AWS Big Data,16,17
"Senior Manager, Data Science Solutions",18,1
Data Analysis Specialist - Mental Health 135,21,56
Senior Data Center Facility Manager,15,2
Assistant Professor (Data Science),18,54
"Sr. Manager, Agile R&D Process and Data Intelligence",7,3
Program Manager (Data Management),7,53
Software Engineer (ML Platform),13,6
Senior Data Scientist - Operations Research,2,8
"Big Data Engineer (Day 1 Onsite)/ Chandler, AZ",10,17
"SENIOR SYSTEMS ENGINEER – ETL, Data Bricks, Kafka, Informatica",6,27
Datacenter Support Admin - 5151480,0,20
Sr Bus Intel Data Architect,29,31
DER Data & Connectivity Technical Leader,10,39
Collection Data Manager,7,3
Data Center Energy Marshal 4,15,2
senior data architect - Hybrid,29,31
Staff Technical Program Manager - Data Strategy,7,3
Operational Risk Analyst II/III (Data Governance),23,38
Dynamics 365 CE Business Analyst (Remote) [NTT DATA],25,23
Lead Equip/Rolling Stock Data Analyst - 90371568 - Wilmington,27,58
Config Data/Doc Control D - TROLLING,10,39
Sr. Manager Data Engineering - Enterprise Data Foundation,7,22
Tech Consulting - AI & Data - Financial Services - Data Architecture & Engineering - Manager,7,47
Summer 2024 AI/ML Software Development Co-op / Intern,0,12
PRN Data Analyst Quality PMAH,28,57
IS Data Consultant,10,15
"Data Engineer -Los Angeles, CA",6,36
"Senior Data Manager, TS/SCI with Polygraph",7,42
Configuration/Data Management Analyst with Security Clearance,1,19
Electronic Data Interchange (EDI) Business Analyst,25,55
Senior SQL Data Developer,17,9
Data Bricks Implementation Specialist,21,5
Engineering Manager - Data Platform (Vancouver),13,22
"Superintendent - Data Center - Clarksville, TN",15,2
Marketing Manager- Data Enablement and MarTech,7,50
Sr MLOps Engineer with Azure Exp Dallas TX (onsite Role),10,39
Product Manager - Data as a Service,7,44
Employee Data Support Specialist,21,5
"Medical Technologist or MLT, Days",20,33
Expert Data Engineer,6,36
Data Management with Security Clearance,1,19
Manager - Business Data (Medicaid EDI),25,55
"Sr. Software Engineer, Data Infrastructure, Cell Manufacturing",16,6
Data Center Services Electrical Commissioning Engineer II,15,2
Generic:  Data Manager,7,3
Senior Data Scientist (hybrid),12,40
Data Analyst and General Consultant,5,15
Database Manager/Administrator PL/SQL,19,30
Tableau Python Bigdata Developer,17,0
Datacenter Facility Manager,0,20
Senior Construction Project Manager - Data Center,14,24
Quality Control Data Reviewer,28,57
Data Management Business Analyst,25,55
Senior SSIS/ETL Data Engineer,6,34
"Staff Software Engineer, Data Bridge",16,6
"Manager, Data Analytics, NY",8,51
BSA/AML Quality Control Analyst II,28,57
Project Manager 4 - Data Governance Project (HYBRID),23,24
"Sr Software Dev Engineer, Network Data Modeling Services",16,6
DataPower Admin,10,39
"Mls Coordinator in Norcross, GA, USA",10,39
Senior Software Engineer-Database Engineer,16,6
"Data Quality Engineer -- 1 year contract -- Dallas, TX (Day 1 Onsite)",28,57
Senior Steward- Data Governance/Data Catalog,23,38
Data Architect/Team Lead with Security Clearance,1,25
QA AI/ML Test Lead,3,12
"Senior Software Engineer-Storage, Data Plane and C++",16,6
"Medical Technologist or MLT, Nights, Part Time",20,33
Database Engineer 2 w/ Microsoft SQL,6,28
Data Engineer/Senior Data Engineer - Federal,6,34
"Senior Software Engineer, Machine Learning Infrastructure",24,14
Senior Consultant in Non-SQL Distributed Databases for the Joint Development of Project FuSSE with the Bank for International Settlements Innovation Hub,10,15
NJDHS-CO Database Architect #: 19-02681,29,28
RF Machine Learning Performance Bounds Fellowship,24,14
Regional Data Systems & Research Specialist - Behavioral Health 396,21,5
Quality Assurance/Data Integrity,28,57
"Director, Domain Architect – Data & Analytics",29,31
Senior Software Engineer (Python/Data Pipelines),16,6
Bilingual Senior Data Analyst (Spanish),9,48
Sr. Data Manager,7,59
Data/Configuration Management Analyst Specialist,21,53
"Assistant/Associate Professor of Health and Exercise Science - Sports Data Analytics (Athlete Performance), Tenure Track",18,54
"Senior Machine Learning Engineer, Perception - Autonomous Vehicles",24,14
Teamleiter Logistik DACH (w/m/d/x),10,39
"Assistant Professor, Computational Data Science and Engineering",18,54
Auditor/a Interno/a / Data Analytics,8,51
Medical Technologist MT/MLT Per Diem 12-Hour Night Shift / Berlin & Camden,20,35
Sr. Cloud Data Infrastructure Engineer,6,59
Sr Manager Data Integrity,7,3
Electrical Project Manager – Data Center Construction,14,24
Sr Analyst - Data Products,5,59
Senior Data Loss Prevention Analyst,5,48
Sr./Lead Data Platform Engineer,13,58
